country,state,district,year,dyid,sulfate,YEAR,STATE,SDP,SDP_NORM,DistrictName,ginivalue
India,tamil nadu,the nilgiris,2011,The Nilgiris2011,31.166666,2011,tamil nadu,386508,674478,the nilgiris,0.3
India,tamil nadu,the nilgiris,2013,The Nilgiris2013,,2013,tamil nadu,750416,750416,the nilgiris,0.3
India,tamil nadu,the nilgiris,2007,The Nilgiris2007,10,2007,tamil nadu,272340,475248.4774,the nilgiris,0.3
India,tamil nadu,the nilgiris,2010,The Nilgiris2010,19.428572,2010,tamil nadu,359961,628152.0055,the nilgiris,0.3
India,tamil nadu,the nilgiris,2015,The Nilgiris2015,21.285715,2015,tamil nadu,862437,862437,the nilgiris,0.3
India,tamil nadu,the nilgiris,2005,The Nilgiris2005,9.5,2005,tamil nadu,221588,386683.409,the nilgiris,0.3
India,tamil nadu,the nilgiris,2017,The Nilgiris2017,29.285715,2017,tamil nadu,1000308,1000308,the nilgiris,0.3
India,tamil nadu,the nilgiris,2008,The Nilgiris2008,,2008,tamil nadu,286744,500384.2602,the nilgiris,0.3
India,tamil nadu,the nilgiris,2000,The Nilgiris2000,33,2000,tamil nadu,126349,288498.3206,the nilgiris,0.3
India,tamil nadu,the nilgiris,2001,The Nilgiris2001,9,2001,tamil nadu,123901,282908.6927,the nilgiris,0.3
India,tamil nadu,the nilgiris,2002,The Nilgiris2002,2.1666667,2002,tamil nadu,124521,284324.3664,the nilgiris,0.3
India,tamil nadu,the nilgiris,2003,The Nilgiris2003,,2003,tamil nadu,132281,302043.1214,the nilgiris,0.3
India,tamil nadu,the nilgiris,2004,The Nilgiris2004,9,2004,tamil nadu,147994,337921.3168,the nilgiris,0.3
India,tamil nadu,the nilgiris,2006,The Nilgiris2006,6.4000001,2006,tamil nadu,256286,447233.3528,the nilgiris,0.3
India,tamil nadu,the nilgiris,2009,The Nilgiris2009,4.5999999,2009,tamil nadu,316760,552763.853,the nilgiris,0.3
India,tamil nadu,the nilgiris,2012,The Nilgiris2012,,2012,tamil nadu,709343,709343,the nilgiris,0.3
India,tamil nadu,the nilgiris,2014,The Nilgiris2014,36.285713,2014,tamil nadu,791915,791915,the nilgiris,0.3
India,tamil nadu,the nilgiris,2016,The Nilgiris2016,5.5714288,2016,tamil nadu,922084,922084,the nilgiris,0.3
India,tamil nadu,the nilgiris,2018,The Nilgiris2018,156.57333,2018,tamil nadu,1071602,1071602,the nilgiris,0.3
India,tamil nadu,theni,2011,Theni2011,194.66667,2011,tamil nadu,386508,674478,theni,0.24
India,tamil nadu,theni,2013,Theni2013,0,2013,tamil nadu,750416,750416,theni,0.24
India,tamil nadu,theni,2007,Theni2007,140,2007,tamil nadu,272340,475248.4774,theni,0.24
India,tamil nadu,theni,2010,Theni2010,43.857143,2010,tamil nadu,359961,628152.0055,theni,0.24
India,tamil nadu,theni,2015,Theni2015,,2015,tamil nadu,862437,862437,theni,0.24
India,tamil nadu,theni,2005,Theni2005,84,2005,tamil nadu,221588,386683.409,theni,0.24
India,tamil nadu,theni,2017,Theni2017,64.375,2017,tamil nadu,1000308,1000308,theni,0.24
India,tamil nadu,theni,2008,Theni2008,,2008,tamil nadu,286744,500384.2602,theni,0.24
India,tamil nadu,theni,2000,Theni2000,100,2000,tamil nadu,126349,288498.3206,theni,0.24
India,tamil nadu,theni,2001,Theni2001,40.125,2001,tamil nadu,123901,282908.6927,theni,0.24
India,tamil nadu,theni,2002,Theni2002,83.14286,2002,tamil nadu,124521,284324.3664,theni,0.24
India,tamil nadu,theni,2003,Theni2003,,2003,tamil nadu,132281,302043.1214,theni,0.24
India,tamil nadu,theni,2004,Theni2004,36.799999,2004,tamil nadu,147994,337921.3168,theni,0.24
India,tamil nadu,theni,2006,Theni2006,117.5,2006,tamil nadu,256286,447233.3528,theni,0.24
India,tamil nadu,theni,2009,Theni2009,48.111111,2009,tamil nadu,316760,552763.853,theni,0.24
India,tamil nadu,theni,2012,Theni2012,,2012,tamil nadu,709343,709343,theni,0.24
India,tamil nadu,theni,2014,Theni2014,63.625,2014,tamil nadu,791915,791915,theni,0.24
India,tamil nadu,theni,2016,Theni2016,82.53846,2016,tamil nadu,922084,922084,theni,0.24
India,tamil nadu,theni,2018,Theni2018,68.254997,2018,tamil nadu,1071602,1071602,theni,0.24
India,tamil nadu,thiruvallur,2011,Thiruvallur2011,68,2011,tamil nadu,386508,674478,thiruvallur,0.3
India,tamil nadu,thiruvallur,2013,Thiruvallur2013,0,2013,tamil nadu,750416,750416,thiruvallur,0.3
India,tamil nadu,thiruvallur,2007,Thiruvallur2007,111.78571,2007,tamil nadu,272340,475248.4774,thiruvallur,0.3
India,tamil nadu,thiruvallur,2010,Thiruvallur2010,81,2010,tamil nadu,359961,628152.0055,thiruvallur,0.3
India,tamil nadu,thiruvallur,2015,Thiruvallur2015,14,2015,tamil nadu,862437,862437,thiruvallur,0.3
India,tamil nadu,thiruvallur,2005,Thiruvallur2005,134.33333,2005,tamil nadu,221588,386683.409,thiruvallur,0.3
India,tamil nadu,thiruvallur,2017,Thiruvallur2017,281.30667,2017,tamil nadu,1000308,1000308,thiruvallur,0.3
India,tamil nadu,thiruvallur,2008,Thiruvallur2008,9,2008,tamil nadu,286744,500384.2602,thiruvallur,0.3
India,tamil nadu,thiruvallur,2000,Thiruvallur2000,88,2000,tamil nadu,126349,288498.3206,thiruvallur,0.3
India,tamil nadu,thiruvallur,2001,Thiruvallur2001,148.21428,2001,tamil nadu,123901,282908.6927,thiruvallur,0.3
India,tamil nadu,thiruvallur,2002,Thiruvallur2002,123.77778,2002,tamil nadu,124521,284324.3664,thiruvallur,0.3
India,tamil nadu,thiruvallur,2003,Thiruvallur2003,,2003,tamil nadu,132281,302043.1214,thiruvallur,0.3
India,tamil nadu,thiruvallur,2004,Thiruvallur2004,152.69231,2004,tamil nadu,147994,337921.3168,thiruvallur,0.3
India,tamil nadu,thiruvallur,2006,Thiruvallur2006,62.785713,2006,tamil nadu,256286,447233.3528,thiruvallur,0.3
India,tamil nadu,thiruvallur,2009,Thiruvallur2009,288,2009,tamil nadu,316760,552763.853,thiruvallur,0.3
India,tamil nadu,thiruvallur,2012,Thiruvallur2012,,2012,tamil nadu,709343,709343,thiruvallur,0.3
India,tamil nadu,thiruvallur,2014,Thiruvallur2014,120.12857,2014,tamil nadu,791915,791915,thiruvallur,0.3
India,tamil nadu,thiruvallur,2016,Thiruvallur2016,236.84,2016,tamil nadu,922084,922084,thiruvallur,0.3
India,tamil nadu,thiruvallur,2018,Thiruvallur2018,429.64999,2018,tamil nadu,1071602,1071602,thiruvallur,0.3
India,tamil nadu,thiruvarur,2011,Thiruvarur2011,79,2011,tamil nadu,386508,674478,thiruvarur,0.23
India,tamil nadu,thiruvarur,2013,Thiruvarur2013,,2013,tamil nadu,750416,750416,thiruvarur,0.23
India,tamil nadu,thiruvarur,2007,Thiruvarur2007,89,2007,tamil nadu,272340,475248.4774,thiruvarur,0.23
India,tamil nadu,thiruvarur,2010,Thiruvarur2010,,2010,tamil nadu,359961,628152.0055,thiruvarur,0.23
India,tamil nadu,thiruvarur,2015,Thiruvarur2015,,2015,tamil nadu,862437,862437,thiruvarur,0.23
India,tamil nadu,thiruvarur,2005,Thiruvarur2005,35.400002,2005,tamil nadu,221588,386683.409,thiruvarur,0.23
India,tamil nadu,thiruvarur,2017,Thiruvarur2017,61.400002,2017,tamil nadu,1000308,1000308,thiruvarur,0.23
India,tamil nadu,thiruvarur,2008,Thiruvarur2008,,2008,tamil nadu,286744,500384.2602,thiruvarur,0.23
India,tamil nadu,thiruvarur,2000,Thiruvarur2000,89.727272,2000,tamil nadu,126349,288498.3206,thiruvarur,0.23
India,tamil nadu,thiruvarur,2001,Thiruvarur2001,48.363636,2001,tamil nadu,123901,282908.6927,thiruvarur,0.23
India,tamil nadu,thiruvarur,2002,Thiruvarur2002,76,2002,tamil nadu,124521,284324.3664,thiruvarur,0.23
India,tamil nadu,thiruvarur,2003,Thiruvarur2003,,2003,tamil nadu,132281,302043.1214,thiruvarur,0.23
India,tamil nadu,thiruvarur,2004,Thiruvarur2004,75.63636,2004,tamil nadu,147994,337921.3168,thiruvarur,0.23
India,tamil nadu,thiruvarur,2006,Thiruvarur2006,90.14286,2006,tamil nadu,256286,447233.3528,thiruvarur,0.23
India,tamil nadu,thiruvarur,2009,Thiruvarur2009,36.333332,2009,tamil nadu,316760,552763.853,thiruvarur,0.23
India,tamil nadu,thiruvarur,2012,Thiruvarur2012,,2012,tamil nadu,709343,709343,thiruvarur,0.23
India,tamil nadu,thiruvarur,2014,Thiruvarur2014,73,2014,tamil nadu,791915,791915,thiruvarur,0.23
India,tamil nadu,thiruvarur,2016,Thiruvarur2016,50.25,2016,tamil nadu,922084,922084,thiruvarur,0.23
India,tamil nadu,thiruvarur,2018,Thiruvarur2018,48.400002,2018,tamil nadu,1071602,1071602,thiruvarur,0.23
India,tamil nadu,tiruchirappalli,2011,Tiruchirappalli2011,27.166666,2011,tamil nadu,386508,674478,tiruchirappalli,0.29
India,tamil nadu,tiruchirappalli,2013,Tiruchirappalli2013,,2013,tamil nadu,750416,750416,tiruchirappalli,0.29
India,tamil nadu,tiruchirappalli,2007,Tiruchirappalli2007,130.88889,2007,tamil nadu,272340,475248.4774,tiruchirappalli,0.29
India,tamil nadu,tiruchirappalli,2010,Tiruchirappalli2010,146.78572,2010,tamil nadu,359961,628152.0055,tiruchirappalli,0.29
India,tamil nadu,tiruchirappalli,2015,Tiruchirappalli2015,125,2015,tamil nadu,862437,862437,tiruchirappalli,0.29
India,tamil nadu,tiruchirappalli,2005,Tiruchirappalli2005,122.33334,2005,tamil nadu,221588,386683.409,tiruchirappalli,0.29
India,tamil nadu,tiruchirappalli,2017,Tiruchirappalli2017,144.32381,2017,tamil nadu,1000308,1000308,tiruchirappalli,0.29
India,tamil nadu,tiruchirappalli,2008,Tiruchirappalli2008,,2008,tamil nadu,286744,500384.2602,tiruchirappalli,0.29
India,tamil nadu,tiruchirappalli,2000,Tiruchirappalli2000,307.47369,2000,tamil nadu,126349,288498.3206,tiruchirappalli,0.29
India,tamil nadu,tiruchirappalli,2001,Tiruchirappalli2001,129.05263,2001,tamil nadu,123901,282908.6927,tiruchirappalli,0.29
India,tamil nadu,tiruchirappalli,2002,Tiruchirappalli2002,75,2002,tamil nadu,124521,284324.3664,tiruchirappalli,0.29
India,tamil nadu,tiruchirappalli,2003,Tiruchirappalli2003,,2003,tamil nadu,132281,302043.1214,tiruchirappalli,0.29
India,tamil nadu,tiruchirappalli,2004,Tiruchirappalli2004,69.692307,2004,tamil nadu,147994,337921.3168,tiruchirappalli,0.29
India,tamil nadu,tiruchirappalli,2006,Tiruchirappalli2006,107.11111,2006,tamil nadu,256286,447233.3528,tiruchirappalli,0.29
India,tamil nadu,tiruchirappalli,2009,Tiruchirappalli2009,123.57143,2009,tamil nadu,316760,552763.853,tiruchirappalli,0.29
India,tamil nadu,tiruchirappalli,2012,Tiruchirappalli2012,,2012,tamil nadu,709343,709343,tiruchirappalli,0.29
India,tamil nadu,tiruchirappalli,2014,Tiruchirappalli2014,66.14286,2014,tamil nadu,791915,791915,tiruchirappalli,0.29
India,tamil nadu,tiruchirappalli,2016,Tiruchirappalli2016,188.08632,2016,tamil nadu,922084,922084,tiruchirappalli,0.29
India,tamil nadu,tiruchirappalli,2018,Tiruchirappalli2018,85.414284,2018,tamil nadu,1071602,1071602,tiruchirappalli,0.29
India,tamil nadu,tirunelveli,2011,Tirunelveli2011,97.625,2011,tamil nadu,386508,674478,tirunelveli,0.28
India,tamil nadu,tirunelveli,2013,Tirunelveli2013,0,2013,tamil nadu,750416,750416,tirunelveli,0.28
India,tamil nadu,tirunelveli,2007,Tirunelveli2007,50.849998,2007,tamil nadu,272340,475248.4774,tirunelveli,0.28
India,tamil nadu,tirunelveli,2010,Tirunelveli2010,64,2010,tamil nadu,359961,628152.0055,tirunelveli,0.28
India,tamil nadu,tirunelveli,2015,Tirunelveli2015,49.666668,2015,tamil nadu,862437,862437,tirunelveli,0.28
India,tamil nadu,tirunelveli,2005,Tirunelveli2005,55.720001,2005,tamil nadu,221588,386683.409,tirunelveli,0.28
India,tamil nadu,tirunelveli,2017,Tirunelveli2017,353.51819,2017,tamil nadu,1000308,1000308,tirunelveli,0.28
India,tamil nadu,tirunelveli,2008,Tirunelveli2008,,2008,tamil nadu,286744,500384.2602,tirunelveli,0.28
India,tamil nadu,tirunelveli,2000,Tirunelveli2000,134.36363,2000,tamil nadu,126349,288498.3206,tirunelveli,0.28
India,tamil nadu,tirunelveli,2001,Tirunelveli2001,84.176468,2001,tamil nadu,123901,282908.6927,tirunelveli,0.28
India,tamil nadu,tirunelveli,2002,Tirunelveli2002,45.375,2002,tamil nadu,124521,284324.3664,tirunelveli,0.28
India,tamil nadu,tirunelveli,2003,Tirunelveli2003,,2003,tamil nadu,132281,302043.1214,tirunelveli,0.28
India,tamil nadu,tirunelveli,2004,Tirunelveli2004,60.807693,2004,tamil nadu,147994,337921.3168,tirunelveli,0.28
India,tamil nadu,tirunelveli,2006,Tirunelveli2006,67.25,2006,tamil nadu,256286,447233.3528,tirunelveli,0.28
India,tamil nadu,tirunelveli,2009,Tirunelveli2009,78.476189,2009,tamil nadu,316760,552763.853,tirunelveli,0.28
India,tamil nadu,tirunelveli,2012,Tirunelveli2012,,2012,tamil nadu,709343,709343,tirunelveli,0.28
India,tamil nadu,tirunelveli,2014,Tirunelveli2014,60.235294,2014,tamil nadu,791915,791915,tirunelveli,0.28
India,tamil nadu,tirunelveli,2016,Tirunelveli2016,80.681252,2016,tamil nadu,922084,922084,tirunelveli,0.28
India,tamil nadu,tirunelveli,2018,Tirunelveli2018,72.310585,2018,tamil nadu,1071602,1071602,tirunelveli,0.28
India,tamil nadu,tiruppur,2011,Tiruppur2011,104.75,2011,tamil nadu,386508,674478,tiruppur,
India,tamil nadu,tiruppur,2013,Tiruppur2013,0,2013,tamil nadu,750416,750416,tiruppur,
India,tamil nadu,tiruppur,2007,Tiruppur2007,114.07143,2007,tamil nadu,272340,475248.4774,tiruppur,
India,tamil nadu,tiruppur,2010,Tiruppur2010,220.66667,2010,tamil nadu,359961,628152.0055,tiruppur,
India,tamil nadu,tiruppur,2015,Tiruppur2015,276.20001,2015,tamil nadu,862437,862437,tiruppur,
India,tamil nadu,tiruppur,2005,Tiruppur2005,99.473686,2005,tamil nadu,221588,386683.409,tiruppur,
India,tamil nadu,tiruppur,2017,Tiruppur2017,215.06451,2017,tamil nadu,1000308,1000308,tiruppur,
India,tamil nadu,tiruppur,2008,Tiruppur2008,,2008,tamil nadu,286744,500384.2602,tiruppur,
India,tamil nadu,tiruppur,2000,Tiruppur2000,224.95653,2000,tamil nadu,126349,288498.3206,tiruppur,
India,tamil nadu,tiruppur,2001,Tiruppur2001,76.730766,2001,tamil nadu,123901,282908.6927,tiruppur,
India,tamil nadu,tiruppur,2002,Tiruppur2002,70.736839,2002,tamil nadu,124521,284324.3664,tiruppur,
India,tamil nadu,tiruppur,2003,Tiruppur2003,,2003,tamil nadu,132281,302043.1214,tiruppur,
India,tamil nadu,tiruppur,2004,Tiruppur2004,100.05556,2004,tamil nadu,147994,337921.3168,tiruppur,
India,tamil nadu,tiruppur,2006,Tiruppur2006,169.23529,2006,tamil nadu,256286,447233.3528,tiruppur,
India,tamil nadu,tiruppur,2009,Tiruppur2009,103.21053,2009,tamil nadu,316760,552763.853,tiruppur,
India,tamil nadu,tiruppur,2012,Tiruppur2012,,2012,tamil nadu,709343,709343,tiruppur,
India,tamil nadu,tiruppur,2014,Tiruppur2014,128.64,2014,tamil nadu,791915,791915,tiruppur,
India,tamil nadu,tiruppur,2016,Tiruppur2016,160.13043,2016,tamil nadu,922084,922084,tiruppur,
India,tamil nadu,tiruppur,2018,Tiruppur2018,132.50038,2018,tamil nadu,1071602,1071602,tiruppur,
India,tamil nadu,tiruvannamalai,2011,Tiruvannamalai2011,50,2011,tamil nadu,386508,674478,tiruvannamalai,0.29
India,tamil nadu,tiruvannamalai,2013,Tiruvannamalai2013,0,2013,tamil nadu,750416,750416,tiruvannamalai,0.29
India,tamil nadu,tiruvannamalai,2007,Tiruvannamalai2007,82.800003,2007,tamil nadu,272340,475248.4774,tiruvannamalai,0.29
India,tamil nadu,tiruvannamalai,2010,Tiruvannamalai2010,20.333334,2010,tamil nadu,359961,628152.0055,tiruvannamalai,0.29
India,tamil nadu,tiruvannamalai,2015,Tiruvannamalai2015,,2015,tamil nadu,862437,862437,tiruvannamalai,0.29
India,tamil nadu,tiruvannamalai,2005,Tiruvannamalai2005,86.099998,2005,tamil nadu,221588,386683.409,tiruvannamalai,0.29
India,tamil nadu,tiruvannamalai,2017,Tiruvannamalai2017,85.176468,2017,tamil nadu,1000308,1000308,tiruvannamalai,0.29
India,tamil nadu,tiruvannamalai,2008,Tiruvannamalai2008,,2008,tamil nadu,286744,500384.2602,tiruvannamalai,0.29
India,tamil nadu,tiruvannamalai,2000,Tiruvannamalai2000,82.75,2000,tamil nadu,126349,288498.3206,tiruvannamalai,0.29
India,tamil nadu,tiruvannamalai,2001,Tiruvannamalai2001,90.777779,2001,tamil nadu,123901,282908.6927,tiruvannamalai,0.29
India,tamil nadu,tiruvannamalai,2002,Tiruvannamalai2002,51.599998,2002,tamil nadu,124521,284324.3664,tiruvannamalai,0.29
India,tamil nadu,tiruvannamalai,2003,Tiruvannamalai2003,,2003,tamil nadu,132281,302043.1214,tiruvannamalai,0.29
India,tamil nadu,tiruvannamalai,2004,Tiruvannamalai2004,61.272728,2004,tamil nadu,147994,337921.3168,tiruvannamalai,0.29
India,tamil nadu,tiruvannamalai,2006,Tiruvannamalai2006,65.833336,2006,tamil nadu,256286,447233.3528,tiruvannamalai,0.29
India,tamil nadu,tiruvannamalai,2009,Tiruvannamalai2009,136,2009,tamil nadu,316760,552763.853,tiruvannamalai,0.29
India,tamil nadu,tiruvannamalai,2012,Tiruvannamalai2012,,2012,tamil nadu,709343,709343,tiruvannamalai,0.29
India,tamil nadu,tiruvannamalai,2014,Tiruvannamalai2014,94.444443,2014,tamil nadu,791915,791915,tiruvannamalai,0.29
India,tamil nadu,tiruvannamalai,2016,Tiruvannamalai2016,132.47737,2016,tamil nadu,922084,922084,tiruvannamalai,0.29
India,tamil nadu,tiruvannamalai,2018,Tiruvannamalai2018,75.300003,2018,tamil nadu,1071602,1071602,tiruvannamalai,0.29
India,tamil nadu,vellore,2011,Vellore2011,167.85715,2011,tamil nadu,386508,674478,vellore,0.28
India,tamil nadu,vellore,2013,Vellore2013,,2013,tamil nadu,750416,750416,vellore,0.28
India,tamil nadu,vellore,2007,Vellore2007,175.18182,2007,tamil nadu,272340,475248.4774,vellore,0.28
India,tamil nadu,vellore,2010,Vellore2010,153.84616,2010,tamil nadu,359961,628152.0055,vellore,0.28
India,tamil nadu,vellore,2015,Vellore2015,,2015,tamil nadu,862437,862437,vellore,0.28
India,tamil nadu,vellore,2005,Vellore2005,160.85715,2005,tamil nadu,221588,386683.409,vellore,0.28
India,tamil nadu,vellore,2017,Vellore2017,94.846153,2017,tamil nadu,1000308,1000308,vellore,0.28
India,tamil nadu,vellore,2008,Vellore2008,,2008,tamil nadu,286744,500384.2602,vellore,0.28
India,tamil nadu,vellore,2000,Vellore2000,220.48276,2000,tamil nadu,126349,288498.3206,vellore,0.28
India,tamil nadu,vellore,2001,Vellore2001,154.14815,2001,tamil nadu,123901,282908.6927,vellore,0.28
India,tamil nadu,vellore,2002,Vellore2002,114.13333,2002,tamil nadu,124521,284324.3664,vellore,0.28
India,tamil nadu,vellore,2003,Vellore2003,,2003,tamil nadu,132281,302043.1214,vellore,0.28
India,tamil nadu,vellore,2004,Vellore2004,105.55556,2004,tamil nadu,147994,337921.3168,vellore,0.28
India,tamil nadu,vellore,2006,Vellore2006,188.5,2006,tamil nadu,256286,447233.3528,vellore,0.28
India,tamil nadu,vellore,2009,Vellore2009,114.4375,2009,tamil nadu,316760,552763.853,vellore,0.28
India,tamil nadu,vellore,2012,Vellore2012,,2012,tamil nadu,709343,709343,vellore,0.28
India,tamil nadu,vellore,2014,Vellore2014,,2014,tamil nadu,791915,791915,vellore,0.28
India,tamil nadu,vellore,2016,Vellore2016,592.33844,2016,tamil nadu,922084,922084,vellore,0.28
India,tamil nadu,vellore,2018,Vellore2018,189.89999,2018,tamil nadu,1071602,1071602,vellore,0.28
India,tamil nadu,viluppuram,2011,Viluppuram2011,,2011,tamil nadu,386508,674478,viluppuram,0.27
India,tamil nadu,viluppuram,2013,Viluppuram2013,,2013,tamil nadu,750416,750416,viluppuram,0.27
India,tamil nadu,viluppuram,2007,Viluppuram2007,,2007,tamil nadu,272340,475248.4774,viluppuram,0.27
India,tamil nadu,viluppuram,2010,Viluppuram2010,,2010,tamil nadu,359961,628152.0055,viluppuram,0.27
India,tamil nadu,viluppuram,2015,Viluppuram2015,,2015,tamil nadu,862437,862437,viluppuram,0.27
India,tamil nadu,viluppuram,2005,Viluppuram2005,,2005,tamil nadu,221588,386683.409,viluppuram,0.27
India,tamil nadu,viluppuram,2017,Viluppuram2017,,2017,tamil nadu,1000308,1000308,viluppuram,0.27
India,tamil nadu,viluppuram,2008,Viluppuram2008,,2008,tamil nadu,286744,500384.2602,viluppuram,0.27
India,tamil nadu,viluppuram,2000,Viluppuram2000,,2000,tamil nadu,126349,288498.3206,viluppuram,0.27
India,tamil nadu,viluppuram,2001,Viluppuram2001,,2001,tamil nadu,123901,282908.6927,viluppuram,0.27
India,tamil nadu,viluppuram,2002,Viluppuram2002,,2002,tamil nadu,124521,284324.3664,viluppuram,0.27
India,tamil nadu,viluppuram,2003,Viluppuram2003,,2003,tamil nadu,132281,302043.1214,viluppuram,0.27
India,tamil nadu,viluppuram,2004,Viluppuram2004,,2004,tamil nadu,147994,337921.3168,viluppuram,0.27
India,tamil nadu,viluppuram,2006,Viluppuram2006,,2006,tamil nadu,256286,447233.3528,viluppuram,0.27
India,tamil nadu,viluppuram,2009,Viluppuram2009,,2009,tamil nadu,316760,552763.853,viluppuram,0.27
India,tamil nadu,viluppuram,2012,Viluppuram2012,,2012,tamil nadu,709343,709343,viluppuram,0.27
India,tamil nadu,viluppuram,2014,Viluppuram2014,,2014,tamil nadu,791915,791915,viluppuram,0.27
India,tamil nadu,viluppuram,2016,Viluppuram2016,,2016,tamil nadu,922084,922084,viluppuram,0.27
India,tamil nadu,viluppuram,2018,Viluppuram2018,68,2018,tamil nadu,1071602,1071602,viluppuram,0.27
India,tamil nadu,virudhunagar,2011,Virudhunagar2011,144.25,2011,tamil nadu,386508,674478,virudhunagar,0.27
India,tamil nadu,virudhunagar,2013,Virudhunagar2013,,2013,tamil nadu,750416,750416,virudhunagar,0.27
India,tamil nadu,virudhunagar,2007,Virudhunagar2007,119.6,2007,tamil nadu,272340,475248.4774,virudhunagar,0.27
